Domain,Technique ID,Technique Name,Sentences
Enterprise,T1056,Input Capture: Keylogging,Dtrack’s dropper contains a keylogging executable.[2]
Enterprise,T1036,Masquerading: Match Legitimate Name or Location,"One of Dtrack can hide in replicas of legitimate programs like OllyDbg, 7-Zip, and FileZilla.[4]"
Enterprise,T1027,Obfuscated Files or Information,Dtrack has used a dropper that embeds an encrypted payload as extra data.[2]
Enterprise,T1057,Process Discovery,Dtrack’s dropper can list all running processes.[2][4]
Enterprise,T1055,Process Injection: Process Hollowing,Dtrack has used process hollowing shellcode to target a predefined list of processes from %SYSTEM32%.[2]
Enterprise,T1012,Query Registry,"Dtrack can collect the RegisteredOwner, RegisteredOrganization, and InstallDate registry values.[4]"
Enterprise,T1082,System Information Discovery,"Dtrack can collect the victim's computer name, hostname and adapter information to create a unique identifier.[2][4]"
Enterprise,T1016,System Network Configuration Discovery,Dtrack can collect the host's IP addresses using the ipconfig command.[2][4]
Enterprise,T1049,System Network Connections Discovery,Dtrack can collect network and active connection information.[2]
Enterprise,T1078,Valid Accounts,Dtrack used hard-coded credentials to gain access to a network share.[4]
Enterprise,T1071,Application Layer Protocol: DNS,Pisloader uses DNS as its C2 protocol.[1]
Enterprise,T1547,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,Pisloader establishes persistence via a Registry Run key.[1]
Enterprise,T1059,Command and Scripting Interpreter: Windows Command Shell,Pisloader uses cmd.exe to set the Registry Run key value. It also has a command to spawn a command shell.[1]
Enterprise,T1132,Data Encoding: Standard Encoding,Responses from the Pisloader C2 server are base32-encoded.[1]
Enterprise,T1083,File and Directory Discovery,Pisloader has commands to list drives on the victim machine and to list file information for a given directory.[1]
Enterprise,T1105,Ingress Tool Transfer,Pisloader has a command to upload a file to the victim machine.[1]
Enterprise,T1027,Obfuscated Files or Information,"Pisloader obfuscates files by splitting strings into smaller sub-strings and including ""garbage"" strings that are never used. The malware also uses return-oriented programming (ROP) technique and single-byte XOR to obfuscate data.[1]"
Enterprise,T1082,System Information Discovery,"Pisloader has a command to collect victim system information, including the system name and OS version.[1]"
Enterprise,T1016,System Network Configuration Discovery,Pisloader has a command to collect the victim's IP address.[1]
Enterprise,T1071,Application Layer Protocol: Web Protocols,CORESHELL can communicate over HTTP for C2.[1][4]
Enterprise,T1071,Application Layer Protocol: Mail Protocols,CORESHELL can communicate over SMTP and POP3 for C2.[1][4]
Enterprise,T1547,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,"CORESHELL has established persistence by creating autostart extensibility point (ASEP) Registry entries in the Run key and other Registry keys, as well as by creating shortcuts in the Internet Explorer Quick Start folder.[4]"
Enterprise,T1132,Data Encoding: Standard Encoding,CORESHELL C2 messages are Base64-encoded.[1]
Enterprise,T1573,Encrypted Channel: Symmetric Cryptography,CORESHELL C2 messages are encrypted with custom stream ciphers using six-byte or eight-byte keys.[1]
Enterprise,T1105,Ingress Tool Transfer,CORESHELL downloads another dropper from its C2 server.[1]
Enterprise,T1027,Obfuscated Files or Information,CORESHELL obfuscates strings using a custom stream cipher.[1]
Enterprise,T1027,Binary Padding,CORESHELL contains unused machine instructions in a likely attempt to hinder analysis.[1]
Enterprise,T1218,System Binary Proxy Execution: Rundll32,"CORESHELL is installed via execution of rundll32 with an export named ""init"" or ""InitW.""[4]"
Enterprise,T1082,System Information Discovery,"CORESHELL collects hostname, volume serial number and OS version data from the victim and sends the information to its C2 server.[1]"
Enterprise,T1071,Application Layer Protocol: Web Protocols,CORESHELL can communicate over HTTP for C2.[1][4]
Enterprise,T1071,Application Layer Protocol: Mail Protocols,CORESHELL can communicate over SMTP and POP3 for C2.[1][4]
Enterprise,T1547,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,"CORESHELL has established persistence by creating autostart extensibility point (ASEP) Registry entries in the Run key and other Registry keys, as well as by creating shortcuts in the Internet Explorer Quick Start folder.[4]"
Enterprise,T1132,Data Encoding: Standard Encoding,CORESHELL C2 messages are Base64-encoded.[1]
Enterprise,T1573,Encrypted Channel: Symmetric Cryptography,CORESHELL C2 messages are encrypted with custom stream ciphers using six-byte or eight-byte keys.[1]
Enterprise,T1105,Ingress Tool Transfer,CORESHELL downloads another dropper from its C2 server.[1]
Enterprise,T1027,Obfuscated Files or Information,CORESHELL obfuscates strings using a custom stream cipher.[1]
Enterprise,T1027,Binary Padding,CORESHELL contains unused machine instructions in a likely attempt to hinder analysis.[1]
Enterprise,T1218,System Binary Proxy Execution: Rundll32,"CORESHELL is installed via execution of rundll32 with an export named ""init"" or ""InitW.""[4]"
Enterprise,T1082,System Information Discovery,"CORESHELL collects hostname, volume serial number and OS version data from the victim and sends the information to its C2 server.[1]"
Enterprise,T1071,Application Layer Protocol: Web Protocols,GrimAgent has the ability to use HTTP for C2 communications.[1]
Enterprise,T1547,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,GrimAgent can set persistence with a Registry run key.[1]
Enterprise,T1059,Command and Scripting Interpreter: Windows Command Shell,"GrimAgent can use the Windows Command Shell to execute commands, including its own removal.[1]"
Enterprise,T1132,Data Encoding: Standard Encoding,GrimAgent can base64 encode C2 replies.[1]
Enterprise,T1005,Data from Local System,GrimAgent can collect data and files from a compromised host.[1]
Enterprise,T1140,Deobfuscate/Decode Files or Information,GrimAgent can use a decryption algorithm for strings based on Rotate on Right (RoR) and Rotate on Left (RoL) functionality.[1]
Enterprise,T1573,Encrypted Channel: Symmetric Cryptography,GrimAgent can use an AES key to encrypt C2 communications.[1]
Enterprise,T1573,Encrypted Channel: Asymmetric Cryptography,GrimAgent can use a hardcoded server public RSA key to encrypt the first request to C2.[1]
Enterprise,T1041,Exfiltration Over C2 Channel,GrimAgent has sent data related to a compromise host over its C2 channel.[1]
Enterprise,T1083,File and Directory Discovery,GrimAgent has the ability to enumerate files and directories on a compromised host.[1]
Enterprise,T1070,Indicator Removal on Host,GrimAgent can delete previously created tasks on a compromised host.[1]
Enterprise,T1070,File Deletion,GrimAgent can delete old binaries on a compromised host.[1]
Enterprise,T1105,Ingress Tool Transfer,GrimAgent has the ability to download and execute additional payloads.[1]
Enterprise,T1106,Native API,GrimAgent can use Native API including GetProcAddress and ShellExecuteW.[1]
Enterprise,T1027,Obfuscated Files or Information,GrimAgent has used Rotate on Right (RoR) and Rotate on Left (RoL) functionality to encrypt strings.[1]
Enterprise,T1027,Binary Padding,GrimAgent has the ability to add bytes to change the file hash.[1]
Enterprise,T1053,Scheduled Task/Job: Scheduled Task,GrimAgent has the ability to set persistence using the Task Scheduler.[1]
Enterprise,T1082,System Information Discovery,"GrimAgent can collect the OS, and build version on a compromised host.[1]"
Enterprise,T1016,System Network Configuration Discovery,GrimAgent can enumerate the IP and domain of a target system.[1]
Enterprise,T1033,System Owner/User Discovery,GrimAgent can identify the user id on a target machine.[1]
Enterprise,T1497,Virtualization/Sandbox Evasion: Time Based Evasion,GrimAgent can sleep for 195 - 205 seconds after payload execution and before deleting its task.[1]
Enterprise,T1087,Account Discovery: Local Account,Stuxnet enumerates user accounts of the local host.[1]
Enterprise,T1087,Account Discovery: Domain Account,Stuxnet enumerates user accounts of the domain.[1]
Enterprise,T1071,Application Layer Protocol: Web Protocols,Stuxnet uses HTTP to communicate with a command and control server. [1]
Enterprise,T1560,Archive Collected Data: Archive via Custom Method,Stuxnet encrypts exfiltrated data via C2 with static 31-byte long XOR keys.[1]
Enterprise,T1547,Boot or Logon Autostart Execution: Shortcut Modification,Stuxnet used copies of .lnk shortcuts to propagate through removable media.[1]
Enterprise,T1543,Create or Modify System Process: Windows Service,Stuxnet uses a driver registered as a boot start service as the main load-point.[1]
Enterprise,T1132,Data Encoding: Standard Encoding,Stuxnet transforms encrypted binary data into an ASCII string in order to use it as a URL parameter value.[1]
Enterprise,T1140,Deobfuscate/Decode Files or Information,Stuxnet decrypts resources that are loaded into memory and executed.[1]
Enterprise,T1573,Encrypted Channel: Symmetric Cryptography,Stuxnet encodes the payload of system information sent to the command and control servers using a one byte 0xFF XOR key. Stuxnet also uses a 31-byte long static byte string to XOR data sent to command and control servers. The servers use a different static key to encrypt replies to the implant.[1]
Enterprise,T1041,Exfiltration Over C2 Channel,Stuxnet sends compromised victim information via HTTP.[1]
Enterprise,T1083,File and Directory Discovery,Stuxnet uses a driver to scan for specific filesystem driver objects.[1]
Enterprise,T1562,Impair Defenses,Stuxnet reduces the integrity level of objects to allow write actions.[1]
Enterprise,T1070,Indicator Removal on Host,Stuxnet can delete OLE Automation and SQL stored procedures used to store malicious payloads.[1]
Enterprise,T1070,File Deletion,Stuxnet uses an RPC server that contains a routine for file deletion and also removes itself from the system through a DLL export by deleting specific files.[1]
Enterprise,T1070,Timestomp,Stuxnet extracts and writes driver files that match the times of other legitimate files.[1]
Enterprise,T1112,Modify Registry,Stuxnet can create registry keys to load driver files.[1]
Enterprise,T1106,Native API,Stuxnet uses the SetSecurityDescriptorDacl API to reduce object integrity levels.[1]
Enterprise,T1027,Obfuscated Files or Information,Stuxnet uses encrypted configuration blocks and writes encrypted files to disk.[1]
Enterprise,T1055,Process Injection: Dynamic-link Library Injection,"Stuxnet injects an entire DLL into an existing, newly created, or preselected trusted process.[1]"
Enterprise,T1090,Proxy: Internal Proxy,Stuxnet installs an RPC server for P2P communications.[1]
Enterprise,T1012,Query Registry,Stuxnet searches the Registry for indicators of security programs.[1]
Enterprise,T1021,Remote Services,Stuxnet can propagate via peer-to-peer communication and updates using RPC.[1]
